entity,kind,resource,evidence,scope
test/web_persistence/test_phase_a_invariants.py::test_db_024_metadata_version_allows_one_writer,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:241,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_serialization_failure_retries_the_entire_transaction.update_title,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:276,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_004_two_conversations_send_independently,SQL_READ,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:73,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_003_two_connections_compete_for_same_conversation,SQL_READ,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:94,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_003_two_connections_compete_for_same_conversation,SQL_READ,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:95,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_005_concurrent_same_key_replays_same_result,SQL_READ,postgresql:outbox_events,test/web_persistence/test_phase_a_invariants.py:112,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_016_retry_cannot_change_context_watermark,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:194,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_serialization_failure_retries_the_entire_transaction.update_title,SQL_READ,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:269,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_serialization_failure_retries_the_entire_transaction,SQL_READ,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:287,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_c_context.py::test_context_uses_only_frozen_visible_messages_of_its_conversation,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_c_context.py:33,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_c_sessions.py::test_session_rotation_creates_a_successor_after_failed_session,SQL_READ,postgresql:sessions,test/web_persistence/test_phase_c_sessions.py:43,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_c_sessions.py::test_session_rotation_creates_a_successor_after_failed_session,SQL_READ,postgresql:sessions,test/web_persistence/test_phase_c_sessions.py:45,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_c_sessions.py::test_web_sessions_are_unique_per_conversation_and_same_account_can_progress,SQL_READ,postgresql:sessions,test/web_persistence/test_phase_c_sessions.py:29,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_c_sessions.py::test_web_sessions_are_unique_per_conversation_and_same_account_can_progress,SQL_READ,postgresql:sessions,test/web_persistence/test_phase_c_sessions.py:31,DIRECT_SQL_LITERAL
test/web_persistence/test_postgres_account_service.py::_account,SQL_WRITE,postgresql:accounts,test/web_persistence/test_postgres_account_service.py:23,DIRECT_SQL_LITERAL
test/web_persistence/test_postgres_account_service.py::_binding,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_postgres_account_service.py:29,DIRECT_SQL_LITERAL
test/web_persistence/test_postgres_account_service.py::test_revoked_binding_is_not_resolved,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_postgres_account_service.py:80,DIRECT_SQL_LITERAL
test/web_persistence/test_postgres_account_service.py::test_disabled_account_is_not_resolved,SQL_WRITE,postgresql:accounts,test/web_persistence/test_postgres_account_service.py:98,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_budget_dimensions_fail_closed,SQL_WRITE,postgresql:hpagent.run_budgets,test/web_persistence/test_research_r0_r2.py:141,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_claim_rejects_unknown_cross_run_and_cross_tenant_evidence,SQL_WRITE,postgresql:hpagent.source_records,test/web_persistence/test_research_r0_r2.py:166,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_claim_rejects_unknown_cross_run_and_cross_tenant_evidence,SQL_WRITE,postgresql:hpagent.source_contents,test/web_persistence/test_research_r0_r2.py:172,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_claim_rejects_unknown_cross_run_and_cross_tenant_evidence,SQL_WRITE,postgresql:hpagent.evidence_items,test/web_persistence/test_research_r0_r2.py:176,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_claim_rejects_unknown_cross_run_and_cross_tenant_evidence,SQL_WRITE,postgresql:hpagent.accounts,test/web_persistence/test_research_r0_r2.py:183,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_WRITE,postgresql:hpagent.research_citations,test/web_persistence/test_research_r0_r2.py:342,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_WRITE,postgresql:accounts,test/web_persistence/test_research_r0_r2.py:354,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_fetch_activity_retry_reuses_original_budget_reservation,SQL_WRITE,postgresql:source_records,test/web_persistence/test_research_r0_r2.py:450,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_budget_dimensions_fail_closed,SQL_READ,postgresql:hpagent.run_budgets,test/web_persistence/test_research_r0_r2.py:149,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_trigger_task_is_atomic_idempotent_and_links_research_run,SQL_READ,postgresql:runs,test/web_persistence/test_research_r0_r2.py:43,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_trigger_task_is_atomic_idempotent_and_links_research_run,SQL_READ,postgresql:outbox_events,test/web_persistence/test_research_r0_r2.py:48,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_trigger_task_is_atomic_idempotent_and_links_research_run,SQL_READ,postgresql:run_budgets,test/web_persistence/test_research_r0_r2.py:52,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_source_authority_and_fetch_priority_are_provider_independent,SQL_READ,postgresql:source_records,test/web_persistence/test_research_r0_r2.py:94,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:source_records,test/web_persistence/test_research_r0_r2.py:283,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:runs,test/web_persistence/test_research_r0_r2.py:290,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:trace_runs,test/web_persistence/test_research_r0_r2.py:292,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:research_reports,test/web_persistence/test_research_r0_r2.py:298,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:research_citations,test/web_persistence/test_research_r0_r2.py:302,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:artifacts,test/web_persistence/test_research_r0_r2.py:334,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:artifact_versions,test/web_persistence/test_research_r0_r2.py:334,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:hpagent.research_citations,test/web_persistence/test_research_r0_r2.py:348,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:research_reports,test/web_persistence/test_research_r0_r2.py:388,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_fetch_activity_retry_reuses_original_budget_reservation,SQL_READ,postgresql:run_usage_ledger,test/web_persistence/test_research_r0_r2.py:458,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:evidence_items,test/web_persistence/test_research_r0_r2.py:288,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:run_budgets,test/web_persistence/test_research_r0_r2.py:294,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:evidence_items,test/web_persistence/test_research_r0_r2.py:306,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_research_activities_persist_deduplicated_source_and_evidence,SQL_READ,postgresql:artifacts,test/web_persistence/test_research_r0_r2.py:392,DIRECT_SQL_LITERAL
test/web_persistence/test_research_r0_r2.py::test_fetch_activity_retry_reuses_original_budget_reservation,SQL_READ,postgresql:source_records,test/web_persistence/test_research_r0_r2.py:446,DIRECT_SQL_LITERAL
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox,SQL_READ,postgresql:runs,test/web_persistence/test_research_schedule_temporal_integration.py:79,DIRECT_SQL_LITERAL
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox,SQL_READ,postgresql:outbox_events,test/web_persistence/test_research_schedule_temporal_integration.py:79,DIRECT_SQL_LITERAL
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox,SQL_READ,postgresql:run_budgets,test/web_persistence/test_research_schedule_temporal_integration.py:79,DIRECT_SQL_LITERAL
test/web_persistence/test_run_budget.py::test_reserve_settle_and_temporal_replay_are_idempotent,SQL_READ,postgresql:run_budgets,test/web_persistence/test_run_budget.py:58,DIRECT_SQL_LITERAL
test/web_persistence/test_run_budget.py::test_released_model_attempt_is_unmetered_and_not_consumed,SQL_READ,postgresql:run_budgets,test/web_persistence/test_run_budget.py:156,DIRECT_SQL_LITERAL
test/web_persistence/test_run_budget.py::test_model_provider_activity_attempts_settle_independently,SQL_READ,postgresql:run_budgets,test/web_persistence/test_run_budget.py:126,DIRECT_SQL_LITERAL
test/web_persistence/test_run_budget.py::test_model_provider_activity_attempts_settle_independently,SQL_READ,postgresql:run_usage_ledger,test/web_persistence/test_run_budget.py:133,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_001_active_identity_is_unique,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_schema_contract.py:14,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_014_auth_binding_cannot_cross_account,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_schema_contract.py:22,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_018_pending_message_cannot_be_completed,SQL_WRITE,postgresql:conversations,test/web_persistence/test_schema_contract.py:41,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_023_sequence_does_not_change_metadata_version,SQL_WRITE,postgresql:conversations,test/web_persistence/test_schema_contract.py:48,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_023_sequence_does_not_change_metadata_version,SQL_WRITE,postgresql:conversations,test/web_persistence/test_schema_contract.py:49,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_001_active_identity_is_unique,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_schema_contract.py:16,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_014_auth_binding_cannot_cross_account,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_schema_contract.py:24,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_017_deferred_trigger_rejects_run_without_agent_message,SQL_WRITE,postgresql:conversations,test/web_persistence/test_schema_contract.py:31,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_017_deferred_trigger_rejects_run_without_agent_message,SQL_WRITE,postgresql:sessions,test/web_persistence/test_schema_contract.py:32,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_017_deferred_trigger_rejects_run_without_agent_message,SQL_WRITE,postgresql:messages,test/web_persistence/test_schema_contract.py:33,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_017_deferred_trigger_rejects_run_without_agent_message,SQL_WRITE,postgresql:runs,test/web_persistence/test_schema_contract.py:34,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_018_pending_message_cannot_be_completed,SQL_WRITE,postgresql:messages,test/web_persistence/test_schema_contract.py:43,DIRECT_SQL_LITERAL
test/web_persistence/test_schema_contract.py::test_db_023_sequence_does_not_change_metadata_version,SQL_READ,postgresql:conversations,test/web_persistence/test_schema_contract.py:50,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_artifact_rejects_cross_account_and_idempotency_payload_change,SQL_WRITE,postgresql:accounts,test/web_persistence/test_web_artifacts.py:76,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_api_role_can_create_version_and_failed_version_is_not_parent,SQL_WRITE,postgresql:artifact_versions,test/web_persistence/test_web_artifacts.py:117,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_real_temporal_artifact_outbox_to_persisted_html,SQL_READ,postgresql:artifact_versions,test/web_persistence/test_web_artifacts.py:170,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_create_artifact_is_atomic_idempotent_and_does_not_block_chat,SQL_READ,postgresql:artifacts,test/web_persistence/test_web_artifacts.py:58,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_create_artifact_is_atomic_idempotent_and_does_not_block_chat,SQL_READ,postgresql:artifact_versions,test/web_persistence/test_web_artifacts.py:59,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_create_artifact_is_atomic_idempotent_and_does_not_block_chat,SQL_READ,postgresql:artifact_outbox_events,test/web_persistence/test_web_artifacts.py:60,DIRECT_SQL_LITERAL
test/web_persistence/test_web_artifacts.py::test_real_temporal_artifact_outbox_to_persisted_html,SQL_READ,postgresql:artifact_outbox_events,test/web_persistence/test_web_artifacts.py:177,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,SQL_READ,postgresql:runs,test/web_persistence/test_web_temporal_e2e.py:81,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,SQL_READ,postgresql:workflow_executions,test/web_persistence/test_web_temporal_e2e.py:132,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,SQL_READ,postgresql:messages,test/web_persistence/test_web_temporal_e2e.py:138,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,SQL_READ,postgresql:runs,test/web_persistence/test_web_temporal_e2e.py:129,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_007_cancel_and_complete_race_has_one_database_terminal,SQL_WRITE,postgresql:runs,test/web_persistence/test_web_temporal_lifecycle.py:21,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_007_cancel_and_complete_race_has_one_database_terminal,SQL_READ,postgresql:messages,test/web_persistence/test_web_temporal_lifecycle.py:33,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_010_retried_lifecycle_finalizer_is_logically_idempotent,SQL_READ,postgresql:runs,test/web_persistence/test_web_temporal_lifecycle.py:66,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_007_cancel_and_complete_race_has_one_database_terminal,SQL_READ,postgresql:runs,test/web_persistence/test_web_temporal_lifecycle.py:30,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_007_cancel_and_complete_race_has_one_database_terminal,SQL_READ,postgresql:outbox_events,test/web_persistence/test_web_temporal_lifecycle.py:36,DIRECT_SQL_LITERAL
test/web_persistence/test_web_temporal_lifecycle.py::test_td_010_retried_lifecycle_finalizer_is_logically_idempotent,SQL_READ,postgresql:outbox_events,test/web_persistence/test_web_temporal_lifecycle.py:70,DIRECT_SQL_LITERAL
test/web_persistence/test_workspace_provisioning_integration.py::test_fresh_account_first_conversation_provisions_workspace,SQL_READ,postgresql:runs,test/web_persistence/test_workspace_provisioning_integration.py:52,DIRECT_SQL_LITERAL
test/web_persistence/test_workspace_provisioning_integration.py::test_same_conversation_second_message_reuses_session,SQL_READ,postgresql:runs,test/web_persistence/test_workspace_provisioning_integration.py:81,DIRECT_SQL_LITERAL
test/web_persistence/test_workspace_provisioning_integration.py::test_same_conversation_second_message_reuses_session,SQL_READ,postgresql:runs,test/web_persistence/test_workspace_provisioning_integration.py:100,DIRECT_SQL_LITERAL
test/web_persistence/test_workspace_provisioning_integration.py::test_new_conversation_creates_new_session_branch,SQL_READ,postgresql:runs,test/web_persistence/test_workspace_provisioning_integration.py:122,DIRECT_SQL_LITERAL
test/web_persistence/test_workspace_provisioning_integration.py::test_new_conversation_creates_new_session_branch,SQL_READ,postgresql:runs,test/web_persistence/test_workspace_provisioning_integration.py:144,DIRECT_SQL_LITERAL
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_run_message_invariants,SQL_READ,postgresql:runs,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_run_message_invariant,SQL_READ,postgresql:runs,persistence/migrations/021_research_r0_r2.sql:185,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_run_message_invariant,SQL_READ,postgresql:messages,persistence/migrations/021_research_r0_r2.sql:185,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_run_message_invariant,SQL_READ,postgresql:runs,persistence/migrations/021_research_r0_r2.sql:185,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_run_message_invariant,SQL_READ,postgresql:messages,persistence/migrations/021_research_r0_r2.sql:185,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_web_auth_binding_invariant,SQL_READ,postgresql:identity_bindings,persistence/migrations/004_complete_deferred_invariants.sql:62,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_session_predecessor_invariant,SQL_READ,postgresql:sessions,persistence/migrations/004_complete_deferred_invariants.sql:76,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_web_auth_session,SQL_READ,postgresql:web_auth_sessions,persistence/migrations/007_referenced_object_invariants.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_web_auth_session,SQL_READ,postgresql:identity_bindings,persistence/migrations/007_referenced_object_invariants.sql:6,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_web_auth_session_invariants,SQL_READ,postgresql:web_auth_sessions,persistence/migrations/007_referenced_object_invariants.sql:19,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_session_predecessor,SQL_READ,postgresql:sessions,persistence/migrations/007_referenced_object_invariants.sql:44,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:validate_session_predecessor,SQL_READ,postgresql:sessions,persistence/migrations/007_referenced_object_invariants.sql:44,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_session_predecessor_invariants,SQL_READ,postgresql:sessions,persistence/migrations/007_referenced_object_invariants.sql:59,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_file_binding_shape,SQL_READ,postgresql:messages,persistence/migrations/017_file_workspace_p0.sql:139,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_file_binding_shape,SQL_READ,postgresql:stored_files,persistence/migrations/017_file_workspace_p0.sql:139,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_READ,postgresql:runs,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_READ,postgresql:tasks,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_READ,postgresql:research_reports,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_WRITE,postgresql:artifacts,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_WRITE,postgresql:artifact_versions,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:publish_research_artifact,SQL_WRITE,postgresql:research_reports,persistence/migrations/022_research_r3_r4.sql:112,MIGRATION_FUNCTION_BODY
SQL_FUNCTION:enforce_stored_file_lineage,SQL_READ,postgresql:stored_files,persistence/migrations/028_file_lineage_immutability.sql:4,MIGRATION_FUNCTION_BODY
src/account/account_service.py::AccountService._save,FILESYSTEM_WRITE,self._data_dir,src/account/account_service.py:58,LEXICAL_EFFECT_CANDIDATE
src/account/account_service.py::AccountService._save,FILESYSTEM_WRITE,tmp,src/account/account_service.py:62,LEXICAL_EFFECT_CANDIDATE
src/account/account_service.py::AccountService._save,FILESYSTEM_WRITE,os.replace,src/account/account_service.py:63,DIRECT_STANDARD_LIBRARY
src/account/account_service.py::AccountService._load,FILESYSTEM_READ,self._file,src/account/account_service.py:44,LEXICAL_EFFECT_CANDIDATE
src/common/logging.py::setup_logging,FILESYSTEM_WRITE,log_path,src/common/logging.py:94,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/gotenberg.py::GotenbergConversionProvider.convert_to_pdf,FILESYSTEM_WRITE,os.replace,src/file_adapters/gotenberg.py:58,DIRECT_STANDARD_LIBRARY
src/file_adapters/gotenberg.py::GotenbergConversionProvider.convert_to_pdf,FILESYSTEM_DELETE,temporary,src/file_adapters/gotenberg.py:61,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/gotenberg.py::GotenbergConversionProvider.convert_to_pdf,FILESYSTEM_WRITE,os.fsync,src/file_adapters/gotenberg.py:57,DIRECT_STANDARD_LIBRARY
src/file_adapters/writers.py::_commit,FILESYSTEM_WRITE,os.replace,src/file_adapters/writers.py:27,DIRECT_STANDARD_LIBRARY
src/file_adapters/writers.py::_commit,FILESYSTEM_WRITE,os.fsync,src/file_adapters/writers.py:26,DIRECT_STANDARD_LIBRARY
src/file_adapters/writers.py::DocxWriter.create,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:50,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::DocxWriter.replace_text,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:78,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::DocxWriter.append_section,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:97,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::XlsxWriter.create,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:121,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::XlsxWriter.write_range,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:142,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::PptxWriter.create,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:162,LEXICAL_EFFECT_CANDIDATE
src/file_adapters/writers.py::PptxWriter.replace_slide,FILESYSTEM_DELETE,temporary,src/file_adapters/writers.py:197,LEXICAL_EFFECT_CANDIDATE
src/file_domain/persistent.py::PersistentWebFileService._publish_revision,FILESYSTEM_WRITE,directory,src/file_domain/persistent.py:294,LEXICAL_EFFECT_CANDIDATE
src/file_runtime/research_output.py::ResearchMarkdownPublisher.publish,FILESYSTEM_WRITE,outputs / logical_name,src/file_runtime/research_output.py:29,LEXICAL_EFFECT_CANDIDATE
src/file_runtime/research_output.py::ResearchMarkdownPublisher.publish,FILESYSTEM_WRITE,directory,src/file_runtime/research_output.py:24,LEXICAL_EFFECT_CANDIDATE
src/orchestration/scheduler.py::TaskScheduler.__init__,FILESYSTEM_WRITE,data_dir,src/orchestration/scheduler.py:84,LEXICAL_EFFECT_CANDIDATE
src/orchestration/scheduler.py::TaskScheduler._save._write,FILESYSTEM_WRITE,os.replace,src/orchestration/scheduler.py:155,DIRECT_STANDARD_LIBRARY
src/orchestration/worker.py::setup_tools,FILESYSTEM_READ,skill_file,src/orchestration/worker.py:564,LEXICAL_EFFECT_CANDIDATE
src/persistence/migrate.py::migrate,FILESYSTEM_READ,migration,src/persistence/migrate.py:28,LEXICAL_EFFECT_CANDIDATE
src/sandbox/git_repo.py::GitRepoManager.ensure_repo,FILESYSTEM_WRITE,rp,src/sandbox/git_repo.py:45,LEXICAL_EFFECT_CANDIDATE
src/sandbox/git_repo.py::GitRepoManager.provision_repo_if_missing,FILESYSTEM_WRITE,rp,src/sandbox/git_repo.py:154,LEXICAL_EFFECT_CANDIDATE
src/sandbox/git_repo.py::GitRepoManager._run,SUBPROCESS,asyncio.create_subprocess_exec,src/sandbox/git_repo.py:241,DIRECT_STANDARD_LIBRARY
src/sandbox/git_repo.py::GitRepoManager._git_dir,FILESYSTEM_READ,candidate,src/sandbox/git_repo.py:205,LEXICAL_EFFECT_CANDIDATE
src/sandbox/nsjail.py::NsjailExecutor.execute,SUBPROCESS,asyncio.create_subprocess_exec,src/sandbox/nsjail.py:113,DIRECT_STANDARD_LIBRARY
src/sandbox/tools/adapters/mcp.py::MCPToolManager.load_config,FILESYSTEM_READ,self._config_path,src/sandbox/tools/adapters/mcp.py:1326,LEXICAL_EFFECT_CANDIDATE
src/sandbox/tools/adapters/mcp.py::MCPSessionStdio.connect,SUBPROCESS,asyncio.create_subprocess_exec,src/sandbox/tools/adapters/mcp.py:927,DIRECT_STANDARD_LIBRARY
src/sandbox/tools/local/bash.py::create_bash_tool.bash,SUBPROCESS,asyncio.create_subprocess_exec,src/sandbox/tools/local/bash.py:33,DIRECT_STANDARD_LIBRARY
src/sandbox/tools/skills/installer.py::install_via_cli,SUBPROCESS,subprocess.run,src/sandbox/tools/skills/installer.py:42,DIRECT_STANDARD_LIBRARY
src/sandbox/tools/skills/skillmd.py::parse_skillmd,FILESYSTEM_READ,filepath,src/sandbox/tools/skills/skillmd.py:57,LEXICAL_EFFECT_CANDIDATE
src/session/db.py::WorkspaceDB.__init__,FILESYSTEM_WRITE,Path(db_path).parent,src/session/db.py:49,LEXICAL_EFFECT_CANDIDATE
src/storage/file_store.py::LocalFileStore.write,FILESYSTEM_WRITE,filepath.parent,src/storage/file_store.py:53,LEXICAL_EFFECT_CANDIDATE
